Seq | Data_Center_Code | Name | TSN | Authority | Best_NODC7 | Collectors_Comment | Data_Managers_Comment | Short_Name | TSN_ITIS | APHIAID
90000000003805 | 20 | Abraliopsis | 82398 | Joubin, 1896 | 5707020100 |  | IOS2006 |  | 82398 | 137931 
90000000004299 | 20 | Abraliopsis falco | 82403 | YOUNG, 1972 | 5707020100 |  | IOS1 |  | 82403 | 341848 
90000000004300 | 20 | Abraliopsis felis | 82401 | MCGOWAN AND OKUTANI, 1968 | 5707020100 |  | IOS1 |  | 82401 | 341849 
90000000001667 | 90 | Abudefduf saxatilis | 170046 | (LINNAEUS, 1758) | 8835620101 |  | SSIP | ABU | 170046 | 159288 
90000000000598 | 90 | Abylidae | 51362 |  | 3716050000 |  | KENNEDY 83006 | ABY | 51362 | 135336 
90000000000459 | 90 | Abylopsis | 51369 |  | 3716050300 |  | KENNEDY 79006 | ABY | 51369 | 135352 
90000000000632 | 90 | Abylopsis tetragona | 51370 | (OTTO, 1823) | 3716050301 |  | CHECK NODC | ABY | 51370 | 135403 
90000000001276 | 90 | Acantharia | 46107 |  | 3470000000 |  | IOSdata | ACA | 46107 | 586732 
90000000000249 | 90 | Acanthephyra | 96113 | MILNE-EDWARDS, 1881 | 6179010200 |  | KENNEDY 83023 | ACANTH | 96113 | 107018 
90000000000716 | 90 | Acanthephyra pelagica | 96115 | (RISSO, 1816) | 6179010200 |  | KENNEDY 78015 | ACAPEL | 96115 | 107581 
90000000002399 | 90 | Acanthephyra purpurea | 96114 | A. MILNE-EDWARDS, 1881 | 6179010200 |  | KENNEDY 2000009 | ACANPUR | 96114 | 107582 
90000000003945 | 90 | Acanthocorbis apoda | -70001 | (Leadbeater, 1972) Hara and Takahashi, 1984 | 340000000 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 307  reference book Scientific Authority = (Leadbeater, 1972) Hara et Takahashi, 1984 | IML_PHYTO_Feb2007 |  | NaN | 105542 
90000000003946 | 90 | Acanthocorbis campanula | -70002 | (Espeland, 1986) Thomsen in Thomsen, Buckand Chave | 340000000 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 308  reference book Scientific Authority = (Espeland, 1986) Thomsen in Thomsen, Buck et Chavez, 1991 | IML_PHYTO_Feb2007 |  | NaN | 105544 
90000000003947 | 90 | Acanthocorbis unguiculata | -70003 | (Thomsen, 1973) Hara and Takahashi, 1984 | 340000000 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 308  reference book Scientific Authority = (Thomsen, 1973) Hara et Takahashi, 1984 | IML_PHYTO_Feb2007 |  | NaN | 105546 
90000000000897 | 90 | Acanthocybium solandri | 172451 |  | 8850030601 |  |  | ACA | 172451 | 127014 
90000000005828 | 20 | Acanthocyclops vernalis | 88770 |  | 1 |  |  |  | 88770 | NaN 
90000000003888 | 90 | Acanthocystis turfacea | 46130 | Cart. | 34750101 |  | IML_2007_PHYTO |  | 46130 | 341765 
90000000004780 | 20 | Acanthoica acanthifera | 2188 |  | 603040101 |  | Gran and Braarud 1935- BOF/GOM |  | 2188 | 115101 
90000000003949 | 90 | Acanthoica quattrospina | 2190 |  | 603040103 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 268  reference book Scientific Authority = Lohmann 1903 | IML_PHYTO_Feb2007 |  | 2190 | 235802 
90000000001277 | 90 | Acanthomysis | 89857 | Czerniavsky, 1882 | 6153010100 | Kathman et al Fish & Aquat Sci 93 1986 | IOSdata; (MODIFIED:  june2007- added authority and reference) | ACA | 89857 | 119831 
90000000001107 | 90 | Acanthomysis pseudomacropsis | 89867 |  | 6151000000 |  | MK_July2002_added NODC for mysid; !see Acanthomysis pseudomacropsis | XEN | 89867 | 226852 
90000000005308 | 20 | Acanthopsetta | 615949 | Schmidt, 1904 | 9 |  | IOS_March2010 |  | 615949 | 268195 
90000000003875 | 20 | Acanthopterygii | 166082 |  | 8717000000 |  | GROUP NAME |  | 166082 | 10194 
90000000000760 | 90 | Acanthoscina | 95318 |  | 6170150200 | *no authority in ITIS | KENNEDY 87022 | ACA | 95318 | 101809 
90000000003037 | 90 | Acanthostepheia | 94490 | Boeck, 1871 | 6169370100 | nfld authority field blank;  SFG | NFLD_longlist |  | 94490 | 101686 
90000000002766 | 90 | Acanthostepheia malmgreni | 94492 | (Goes, 1866)                                  | 6169370100 | SFG | NFLD_longlist |  | 94492 | 102864 
90000000002677 | 90 | Acanthostomella | 46771 |  | 3501000000 |  | AZMP_2003_Shediac |  | 46771 | 183555 
90000000004105 | 90 | Acanthostomella gracilis | 46772 | Brandt 1896 | 3540140100 | Marshall, S.M. 1969. sheet 122 p3 | IML_phyto_April2007 |  | 46772 | 183575 
90000000004524 | 20 | Acanthostomella gracilis/A. norvegica | -6936 |  | 3540140100 |  | Madhu_BB1 |  | 46771 | 183555 
90000000003950 | 90 | Acanthostomella norvegica | 46773 |  | 3540140100 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 325  reference book Scientific Authority = Daday, 1887 | IML_PHYTO_Feb2007 |  | 46773 | 183556 
90000000001668 | 90 | Acanthurus | 172251 |  | 8849010100 |  | SSIP | ACA | 172251 | 125908 
90000000001278 | 90 | Acarina | 82754 |  | 5922000000 |  | KENNEDY 2002 669 | ACA | 82754 | 1349 
90000000000054 | 90 | Acartia | 86084 | DANA, 1846 | 6118290100 | ROSE  BRODSKII WILSON OWRE&FOYO DAVIS | CPRdata IOSdata | ACARSP | 86084 | 104108 
90000000005576 | 20 | Acartia (Acartiura) longiremis | 0 |  | 6118290100 |  | ABS_1962 |  | NaN | 346037 
90000000001509 | 90 | Acartia amboinensis | -1901 |  | 6118290100 |  | CPR species list - no data | ACA | 86084 | 104108 
90000000000398 | 90 | Acartia bifilosa | 86095 | (GIESBRECHT, 1881) | 6118290111 | ROSE (no parentheses) & BRODSKII (no parenthesis) WILSON | KENNEDY 77007;IOSdata | ACABIF | 86095 | 104249 
90000000001098 | 90 | Acartia californiensis | 86094 | TRINAST, 1976 | 6118290100 |  | IOSdata | ACA | 86094 | 345921 
90000000000050 | 90 | Acartia clausi | 86085 | GIESBRECHT, 1889 | 6118290101 | ROSE  BRODSKII  DAVIS WILSON | IOSdata; KENNEDY 87022 | ACA | 86085 | 104251 
90000000000906 | 90 | Acartia clausi/Acartia danae | -6901 |  | 6118290100 |  | no data | ACA | 86084 | 104108 
90000000000051 | 90 | Acartia danae | 86086 | GIESBRECHT, 1889 | 6118290102 | ROSE WILSON OWRE&FOYO DAVIS (Giesbrecht, Mori, 1937) | CPRdata IOSdata; KENNEDY 76026 | ACADAN | 86086 | 346026 
90000000002902 | 90 | Acartia denticornis | -7909 |  | 6118290100 |  | NFLD_LONGLIST;NOT IN ITIS OR FUNDY |  | NaN | 348493 
90000000002152 | 90 | Acartia discaudata | 86096 | (GIESBRECHT, 1882) | 6118290100 | ROSE (GIESBRECHT,1881) WILSON | american CPR |  | 86096 | 104253 
90000000002906 | 90 | Acartia forcipata | 666910 | I.C. THOMPSON AND A. SCOTT, 1898 | 6118290100 |  | NFLD_LONGLIST;NOT IN ITIS OR FUNDY |  | 666910 | 157663 
90000000004724 | 20 | Acartia hudsonica | 86097 | PINHEY, 1926 | 6118290100 | Bradford, J.M., 1976.  Partial Revision of the Acartia subgenus Acartiura (Copepoda:calanoida:Acariidae).  N.Z. Jrn Mar. Frw. Res. 10 (1): p176 | 2008037 Acartia (Acartiura) hudsonica |  | 86097 | 157664 
90000000000164 | 90 | Acartia hudsonica | 86097 | PINHEY, 1926 | 6118290113 |  | IOSdata; KENNEDY 78031 | ACAHUD | 86097 | 157664 
90000000003043 | 90 | Acartia laxa | -7911 |  | 6118290100 |  | NFLD_LONGLIST;NOT IN ITIS OR FUNDY |  | NaN | 356868 
90000000000052 | 90 | Acartia longiremis | 86087 | (LILLJEBORG, 1853) | 6118290103 | ROSE (no parentheses) & BRODSKII WILSON DAVIS | CPRdata IOSdata; KENNEDY 78031 | ACALON | 86087 | 104257 
90000000005929 | 20 | Acartia longiremis spiniremis | -7 | Pinhey,K.F., 1926 | 6118290100 |  |  |  | 86087 | 751812 
90000000000053 | 90 | Acartia negligens | 86090 | DANA, 1849 | 6118290106 | ROSE OWRE&FOYO (Dana, 1852) | KENNEDY 81039;KENNEDY 80027;CPRdata | ACA | 86090 | 346030 
90000000001099 | 90 | Acartia tonsa | 86088 | J. D. DANA, 1852 | 6118290100 | ROSE (Dana, 1848) BRODSKII (Dana, 1848) WILSON (Dana, 1849) | CPRdata IOSdata | ACATON | 86088 | 104262 
90000000002153 | 90 | Acartia tumida | 86089 | WILLEY, 1920 | 6118290100 | BRODSKII | american CPR; CPRdata; IOSdata |  | 86089 | 346025 
90000000004850 | 20 | Acartiidae | 86083 |  | 6118290000 |  | NL - Trinity Bay |  | 86083 | 104074 
90000000002154 | 90 | Achelia spinosa | 83581 |  | 6001040200 |  | american CPR |  | 83581 | 158476 
90000000002491 | 90 | Achnanthes | 3429 | BORY | 703040100 | BORY DE ST VINCENT, 1922 | jm_list; |  | 3429 | 149191 
90000000003660 | 90 | Achnanthes longipes | 3435 |  | 703040102 |  | MESD_PHYTO_PPP2000 |  | 3435 | 156533 
90000000003964 | 90 | Achnanthes taeniata | 3436 | Grunow | 703040103 | Tomas et al 1997 pg 269 | IML_phyto_April2007 |  | 3436 | 156537 
90000000004851 | 20 | Acipenser brevirostrum | 161069 |  | 8729010100 |  | NL - Trinity Bay |  | 161069 | 157869 
90000000004852 | 20 | Acipenser oxyrhynchus | 573257 |  | 8729010100 |  | NL - Trinity Bay |  | 573257 | 157870 
90000000004853 | 20 | Acipenseridae | 161064 |  | 8729010000 |  | NL - Trinity Bay |  | 161064 | 125424 
90000000002767 | 90 | Acipenseriformes | 161063 |  | 8729000000 | AFS | NFLD_longlist |  | 161063 | 10288 
90000000004854 | 20 | Acmaea testudinalis | 69668 |  | 5102050100 |  | NL - Trinity Bay |  | 69668 | 153536 
90000000003038 | 90 | Acrenhydrosoma | 87626 | Lang, 1948 | 6119271200 | nfld authority field blank;  TA | NFLD_longlist |  | 87626 | 115262 
90000000002844 | 90 | Acrenhydrosoma perplexum | -70354 | (T. SCOTT, 1880) | 6119271200 | TA | NFLD_LONGLIST;ITIS PROBABLY CORRECT BUT STILL DISCREPANCY |  | 87627 | 115763 
90000000000585 | 90 | Acrocalanus | 85343 | GIESBRECHT, 1888 | 6118040300 | OWRE&FOYO | KENNEDY83006;CPRdata | ACR | 85343 | 104192 
90000000002155 | 90 | Acrocalanus longicornis | 85344 | GIESBRECHT, 1888 | 6118040300 | OWRE&FOYO | american CPR: BEST NODC7 |  | 85344 | 104646 
90000000004855 | 20 | Acrothoracica | 89708 |  | 6135000000 |  | NL - Trinity Bay |  | 89708 | 1108 
90000000005565 | 20 | Actinastrum | 6098 |  | 1 |  | IML-June2011 |  | 6098 | 160542 
90000000001500 | 90 | Actiniscus pentasterias | 183972 | (EHRENBERG) EHRENBERG | 1209010201 |  | CPRdata | ACT | 183972 | 109717 
90000000003972 | 90 | Actinocyclus | 2655 | Ehrenberg, 1837 | 702060300 | Tomas et al 1997 pg 117 | IML_phyto_April2007 |  | 2655 | 148944 
90000000004779 | 20 | Actinocyclus ehrenbergi | 2665 |  | 702060308 |  | Gran and Braarud 1935- BOF/GOM |  | 2665 | 149283 
90000000001492 | 90 | Actinocyclus octonarius ralfsi | 2655 | EHRENBERG, 1837 | 702060300 | Actinocyclus octonarius var. ralfsii is recorded in Hendey 1964, p.83, Plate XXIV fig.4. However, Tomas 1996 only gives Actinocyclus octonarius (he has no mention of A. octonarius var. ralfsii or Actinocyclus ralfsii). I would leave it as A. octonarius  (A.W.G. John, SAHFOS) | CPRdata | ACT | 2655 | 149164 
90000000003951 | 90 | Actinocyclus tenuissimus | -70007 | Cleve 1878 | 702040100 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 30  reference book Scientific Authority = Cleve 1878 | IML_PHYTO_Feb2007 |  | NaN | 549187 
90000000004778 | 20 | Actinocyclus undulatus | 2623 |  | 702040104 |  | Gran and Braarud 1935- BOF/GOM |  | 2622 | 149277 
90000000003952 | 90 | Actinomonas mirabilis | -70008 | Kent, 1880 | -1 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 321  reference book Scientific Authority = Kent, 1880 | IML_PHYTO_Feb2007 |  | NaN | 375694 
90000000003943 | 90 | Actinopterygii | 161061 |  | 8717000000 |  | IML_2007 |  | 161061 | 10194 
90000000001080 | 90 | Actinoptychus | 2618 |  | 702040100 |  | CPRdata | ACT | 2618 | 148947 
90000000002599 | 90 | Actinoptychus senarius | 2620 |  | 702040102 |  | jm_list; |  | 2620 | 148948 
90000000005293 | 20 | Actinoptychus undulatus | 2622 |  | 702060300 |  | SABS_Phyto2007 |  | 2622 | 149277 
90000000005682 | 20 | Adercotryma glomerata | -7 |  | 1 |  | ArcticNet2005 |  | NaN | 113837 
90000000005709 | 20 | Adercotryma glomeratum | -7 |  | 1 |  | ArcticNet2005 |  | NaN | 417607 
90000000001279 | 90 | Aegina | 51145 | ESCHSCHOLTZ, 1829 | 3712010100 |  | IOSdata | AEG | 51145 | 116994 
90000000000805 | 90 | Aegina citrea | 51148 | ESCHSCHOLTZ, 1829 | 3712010100 |  | IOSdata | AEG | 51148 | 117263 
90000000000177 | 90 | Aeginella | 95436 | BOECK | 6171011000 |  | KENNEDY78031; | AEG | 95436 | 101428 
90000000005770 | 20 | Aeginidae | 51144 |  | 6171010000 |  | IOSzooplanktondbase_Dec2012 |  | 51144 | 16846 
90000000002156 | 90 | Aeginina longicornis | 95432 |  | 6171010800 |  | american CPR |  | 95432 | 101820 
90000000002725 | 90 | Aeginopsis | 51158 | BRANDT, 1835 | 3712010400 |  | NFLD1 | AEGINO | 51158 | 116995 
90000000001618 | 90 | Aeginopsis laurentii | 51159 | BRANDT, 1838 | 3712010400 | jelly | KENNEDY 80027;arctic | AEGLAU | 51159 | 117265 
90000000004856 | 20 | Aeginura grimaldii | 51156 |  | 3712010300 |  | NL - Trinity Bay |  | 51156 | 117266 
90000000002140 | 90 | Aegisthidae | 87291 | HUYS, 1988 | 6119200000 |  | american CPR |  | 87291 | 115133 
90000000000056 | 90 | Aegisthus | 87292 | GIESBRECHT, 1891 | 6119200100 | copep ROSE OWRE&FOYO (1891a) | KENNEDY 95028;KENNEDY 80027; | AEGIST | 87292 | 115186 
90000000004676 | 20 | Aegisthus dubius | 0 |  | 6119200100 |  | rings_2007686 |  | NaN | 348570 
90000000000055 | 90 | Aegisthus dubius | -7020 |  | 6119200100 | ROSE | (ARC REVIEWED) KENNEDY 87022 | AEG | 87294 | 115509 
90000000001092 | 90 | Aegisthus mucronatus | 87294 | GIESBRECHT, 1891 | 6119200102 | copep ROSE OWRE&FOYO (1891a) | IOSdata | AEGMUC | 87294 | 115509 
90000000000630 | 90 | Aegisthus mucronatus | 87294 | GIESBRECHT, 1891 | 6119200102 | copep ROSE OWRE&FOYO (1891a) | KENNEDY 84037;KENNEDY 80027;CHECK NODC; IOSdata | AEGMUC | 87294 | 115509 
90000000001280 | 90 | Aequorea | 50623 | PERON AND LESUEUR, 1809 | 3704140300 | jelly | IOSdata | AEQUOR | 50623 | 116998 
90000000004857 | 20 | Aequorea albida | 50626 |  | 3704140300 |  | NL - Trinity Bay |  | 50626 | 157610 
90000000004858 | 20 | Aequorea tenuis | 50642 |  | 3704140300 |  | NL - Trinity Bay |  | 50642 | 283997 
90000000002768 | 90 | Aequorea vitrina | 50646 | Gosse, 1853 | 3704140300 | Shih | NFLD_longlist |  | 50646 | 117273 
90000000004859 | 20 | Aequoreidae | 50612 |  | 3704140000 |  | NL - Trinity Bay |  | 50612 | 13553 
90000000002124 | 90 | Aetideidae | 85413 | G. O. SARS, 1903 | 6118070000 | family b | american CPR; KENNEDY 98050 |  | 85413 | 104075 
90000000000073 | 90 | Aetideopsis | 85414 | SARS, 1903 | 6118070100 | ROSE (G.O. SARS, 1903) WILSON (G.O. Sars, 1903) OWRE&FOYO (G.O. Sars, 1903) DAVIS | IOSdata;KENNEDY 83023 | AETIDO | 85414 | 104111 
90000000004803 | 20 | Aetideopsis armata | 610028 | (Boeck, 1872) | 6118070100 |  | IML2009 (invalid Chiridius armatus) |  | 610028 | 104267 
90000000000479 | 90 | Aetideopsis multiserrata | 85416 | (WOLFENDEN, 1904) | 6118070102 | ROSE (G.O. SARS, 1903) OWRE&FOYO DAVIS | KENNEDY 81039;KENNEDY 80027;IOSdata | AET | 85416 | 104270 
90000000005726 | 20 | Aetideopsis retusa | 779923 |  | 6118070100 |  | IOSzooplanktondbase_Dec2012 |  | 779923 | 221281 
90000000001191 | 90 | Aetideopsis rostrata | 85418 | G. O. SARS, 1903 | 6118070100 | BRODSKII (SARS, 1903) WILSON | KENNEDY 80027;IOSdata | AETROS | 85418 | 104272 
90000000000502 | 90 | Aetideus | 85419 | BRADY, 1883 | 6118070200 | ROSE BRODSKII WILSON OWRE&FOYO DAVIS | IOSdata; KENNEDY 95002 | AETIDE | 85419 | 104112 
90000000004301 | 20 | Aetideus arcuatus | -1 | (VERVOORT, 1949) | 6118070200 |  | IOS1 |  | NaN | 104274 
90000000000057 | 90 | Aetideus armatus | 85421 | (BOECK, 1872) | 6118070201 | ROSE (no parentheses) & BRODSKII WILSON OWRE&FOYO DAVIS | CPRdata IOSdata; KENNEDY 77007 | AETARM | 85421 | 104275 
90000000001281 | 90 | Aetideus bradyi | 667003 | A. SCOTT, 1909 | 6118070200 | IOS | todo: email IOS | AET | 667003 | 341239 
90000000001059 | 90 | Aetideus divergens | 85426 | BRADFORD, 1971 | 6118070200 |  | IOSdata | AET | 85426 | 346076 
90000000002769 | 90 | Aetideus giesbrechti | 85424 | Cleve, 1904 | 6118070200 | TA | NFLD_longlist |  | 85424 | 104276 
90000000001060 | 90 | Aetideus pacificus | 85422 | BRODSKY, 1950 | 6118070200 | BRODSKII (Esterly,1905) | IOSdata | AET | 85422 | 254648 
90000000004302 | 20 | Aetideus truncatus | -1 | BRADFORD, 1971 | 6118070200 |  | IOS1 |  | NaN | 346078 
90000000000675 | 90 | Agalma | 51382 | ESCHSCHOLTZ, 1825 | 3717010100 | jelly | IOSdata; KENNEDY 79006 | AGA | 51382 | 135385 
90000000000674 | 90 | Agalma elegans | 51383 | (M. SARS, 1846) | 3717010101 | jelly | IOSdata; KENNEDY 79006; SSIP | AGA | 51383 | 135484 
90000000005309 | 20 | Agalma okeni | 51384 | Eschscholtz, 1825 | 3717010100 |  | IOS_March2010 |  | 51384 | 135485 
90000000004860 | 20 | Agalmidae | 51381 |  | 3717010000 |  | NL - Trinity Bay |  | 51381 | 152175 
90000000001282 | 90 | Aglantha | 51093 | HAECKEL, 1879 | 3711041100 | jelly | IOSdata; KENNEDY 80027 | AGLANT | 51093 | 117212 
90000000004688 | 30 | Aglantha digitale | 719178 | (O. F. Müller, 1776) | 3711041101 | Shih, C.T. 1977. Guide des meduses des eaux canadiennes de l'Atlantique. Musees nationaux du Canada. Collection d'histoire naturelle; 5. 90 p. (Page 41) | IML_May2008 |  | 719178 | 117849 
90000000000012 | 90 | Aglantha digitalis | 51094 | (O. F. MUELLER, 1776) | 3711041101 | jelly_digitale | KENNEDY 76026; ICNAF | AGLDIG | 51094 | 157611 
90000000004861 | 20 | Aglantha hemistoma | 51056 |  | 3711041100 |  | NL - Trinity Bay |  | 51056 | 117851 
90000000003040 | 90 | Aglaophamus | 66047 | Kinberg, 1866 | 5001250300 | nfld authority field blank;  Pettibone | NFLD_longlist |  | 66047 | 129366 
90000000003572 | 90 | Aglaophamus circinata | 66053 |  | 5001250300 | nfld authority field blank;  Pettibone | NFLD_longlist |  | 66053 | 157145 
90000000005310 | 20 | Aglaura hemistoma | 51055 |  | 3711041100 |  | IOS_March2010 |  | 51055 | 117851 
90000000002770 | 90 | Agnatha | 159693 |  | 8600000000 | AFS | NFLD_longlist |  | 159693 | 1829 
90000000000408 | 90 | Agonidae | 167426 |  | 8831080000 |  | KENNEDY 77007 | AGOFAM | 167426 | 125588 
90000000005771 | 20 | Agonopsis vulsa | 167428 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 167428 | 279522 
90000000002771 | 90 | Agonus | 167453 |  | 8831080800 | AL | NFLD_longlist |  | 167453 | 126144 
90000000000907 | 90 | Agonus decagonus | 167479 |  | 8831081801 |  | SSIP | AGODEC | 167479 | 306114 
90000000001669 | 90 | Ahlia egmontis | 161421 | (JORDAN, 1884) | 8741130101 |  | SSIP | AHL | 161421 | 158595 
90000000004303 | 20 | Alacia | 684216 |  | 6111050000 |  | IOS1 |  | 684216 | 127528 
90000000005311 | 20 | Alacia alata | 684320 |  | 6111050000 |  | IOS_March2010 |  | 684320 | 127732 
90000000004304 | 20 | Alacia minor | 684299 | (MCHARDY, 1964) | 6111050000 |  | IOS1 |  | 684299 | 172451 
90000000003806 | 20 | Alacia pseudoalata | 684325 | (Chavtur, 1974) | 6111050000 |  | IOS2006 |  | 684325 | 172459 
90000000000868 | 90 | Albula vulpes | 161121 | (LINNAEUS, 1758) | 8739010101 |  |  | ALB | 161121 | 212256 
90000000004862 | 20 | Albulidae | 161119 |  | 8739010000 |  | NL - Trinity Bay |  | 161119 | 151805 
90000000000626 | 90 | Alciopidae | 65399 |  | 5001140000 |  | KENNEDY 84037;KENNEDY 80027; | ALC | 65399 | 932 
90000000005195 | 20 | Alcyonacea | 52016 |  | 3747000000 |  | NL - Trinity Bay |  | 52016 | 1365 
90000000004863 | 20 | Alcyonaria | 52003 |  | 3744000000 |  | NL - Trinity Bay |  | 52003 | 1341 
90000000004864 | 20 | Alepisauridae | 162523 |  | 8762090000 |  | NL - Trinity Bay |  | 162523 | 125439 
90000000004865 | 20 | Alepisaurus ferox | 162527 | Lowe, 1833 | 87620901 | record updated | NL - Trinity Bay |  | 162527 | 126333 
90000000004866 | 20 | Alepocephalidae | 162303 |  | 8760010000 |  | NL - Trinity Bay |  | 162303 | 125507 
90000000004867 | 20 | Alepocephalus agassizi | 162311 |  | 8760010300 |  | NL - Trinity Bay |  | 162311 | 400208 
90000000002448 | 90 | Alexandrium | 183929 |  | 1204100800 |  | AZMP_PHYTO | PHYTO | 183929 | 109470 
90000000002617 | 90 | Alexandrium fundyense | 573525 | Balech, 1985 | 1204100800 | itis;TOMAS | jm_list; |  | 573525 | 156513 
90000000002616 | 90 | Alexandrium ostenfeldii | 573527 | (PAULSEN) BALECH AND TANGEN, 1985 | 1204100800 |  |  |  | 573527 | 109712 
90000000002702 | 90 | Alexandrium pseudogonyaulax | -7013 |  | 1204100800 |  | IML_2004 |  | NaN | 109713 
90000000002703 | 90 | Alexandrium tamarense | 573512 | (LEBOUR, 1925) BALECH, 1992 | 1204100800 |  | IML_2004 |  | 573512 | 109714 
90000000004282 | 90 | Alexandrium/Scrippsiella | -70338 |  | 1204100000 | No autority or not found page   reference book Scientific Authority = no autority | IML_PHYTO_Feb2007 |  | NaN | 19542 
90000000001539 | 90 | Alienacanthomysis macropsis | 90326 |  | 6153013200 | mysid_(W.Tattersall1932) | IOSdata | ALI | 90326 | 226662 
90000000005706 | 20 | Allogromiida | -7 |  | 1 |  | ArcticNet2005 |  | NaN | 163155 
90000000004868 | 20 | Alopias vulpinus | 159916 |  | 8707040400 |  | NL - Trinity Bay |  | 159916 | 105836 
90000000004869 | 20 | Alopiidae | 159928 |  | 8707050000 |  | NL - Trinity Bay |  | 159928 | 105700 
90000000001670 | 90 | Alosa | 161701 |  | 8747010100 |  | SSIP | ALOSAG | 161701 | 125715 
90000000002772 | 90 | Alosa aestivalis | 161703 | (Mitchill, 1814) | 8747010100 | AL | NFLD_longlist |  | 161703 | 158667 
90000000004870 | 20 | Alosa mediocris | 161704 | (Mitchill, 1814) | 8747010100 | space after author/yr removed | NL - Trinity Bay |  | 161704 | 158668 
90000000002773 | 90 | Alosa pseudoharengus | 161706 | (Wilson, 1811) | 8747010100 | AL | NFLD_longlist |  | 161706 | 158669 
90000000002774 | 90 | Alosa sapidissima | 161702 | (Wilson, 1811) | 8747010100 | AL | NFLD_longlist |  | 161702 | 158670 
90000000005772 | 20 | Alpheidae | 96600 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 96600 | 106776 
90000000001505 | 90 | Alteutha | 86411 | BAIRD, 1845 | 6119110100 | copep | CPRdata | ALTEUT | 86411 | 115427 
90000000002157 | 90 | Alteutha depressa | 86413 | BAIRD, 1845 | 6119110100 | copep | american CPR |  | 86413 | 116451 
90000000002775 | 90 | Alteutha oblonga | 86412 | (Goodsir, 1845)                               | 6119110100 | TA | NFLD_longlist |  | 86412 | 116453 
90000000004871 | 20 | Alutera scripta | 650239 |  | 1 |  | NL - Trinity Bay |  | 650239 | 316170 
90000000000030 | 90 | Amallophora | 85599 |  | 6118090500 | DAVIS (T.Scott 1894) |  | AMA | 85599 | 104204 
90000000000219 | 90 | Amallothrix | 85627 | G. O. SARS, 1925 | 6118100100 | ROSE BRODSKII OWRE&FOYO DAVIS | KENNEDY 81039;KENNEDY 80027;CPRdata | AMALLO | 85627 | 104221 
90000000005773 | 20 | Amallothrix auropecten | 667058 |  | 6118100100 |  | IOSzooplanktondbase_Dec2012 |  | 667058 | 237970 
90000000000218 | 90 | Amallothrix emarginata | 85630 | (FARRAN, 1925) | 6118100103 | ROSE (FARRAN,1905) OWRE&FOYO ((Farran, 1905)) | KENNEDY 77007; | AMAEMA | 85630 | 104768 
90000000000633 | 90 | Amallothrix gracilis | 85641 | (SARS, 1905) | 6118100114 | ROSE (G.O. SARS, 1905) OWRE&FOYO ((G.O. Sars, 1905)) | KENNEDY 84037 | AMA | 85641 | 104771 
90000000002419 | 90 | Amallothrix lobata | 85639 | G. O. SARS, 1920 | 6118100100 | ROSE | KENNEDY 80027;KENNEDY_87022 |  | 85639 | 237971 
90000000000631 | 90 | Amallothrix valida | 85635 | (FARRAN, 1908) | 6118100108 | ROSE(FARRAN,1909)  BRODSKII | KENNEDY 84037 | AMA | 85635 | 220858 
90000000004872 | 20 | Amauropsis islandica | 72881 |  | 5103760100 |  | NL - Trinity Bay |  | 72881 | 140521 
90000000004707 | 20 | Amblyops | -70403 |  | 6153010200 | authorship not included with dataset | IML_Dec2008 |  | 89906 | 119832 
90000000001062 | 90 | Amblyops abbreviata | 89907 |  | 6153010200 | mysid_G.O.SARS1869 | IOSdata | AMB | 89907 | 119941 
90000000004687 | 20 | Amblyops kempi | 89912 | Holt and Tattersall, 1905) | 6153010200 |  | IML_May2008 |  | 89912 | 119943 
