Seq | Data_Center_Code | Name | TSN | Authority | Best_NODC7 | Collectors_Comment | Data_Managers_Comment | Short_Name | TSN_ITIS | APHIAID
90000000000006 | 90 | medusae | -5908 |  | 3702000000 |  | KENNEDY 76026; IOSdata | MEDUSA | 48738 | 1267 
90000000000593 | 90 | Megacalanus | 85294 | WOLFENDEN, 1904 | 6118020100 | ROSE WILSON OWRE&FOYO | KENNEDY83006; | MEGACA | 85294 | 104187 
90000000001263 | 90 | Megacalanus longicornis | 85295 | (G. O. SARS, 1905) | 6118020100 | ROSE (no parentheses) | IOSdata | MEG | 85295 | 149732 
90000000000307 | 90 | Megacalanus princeps | 85296 | (BRADY, 1883) | 6118020102 | ROSE (no parentheses) WILSON OWRE&FOYO (Wolfenden,1904) | KENNEDY 81039;KENNEDY 80027 | MEGPRI | 85296 | 104622 
90000000001816 | 90 | Megalops atlanticus | 161116 | VALENCIENNES IN CUVIER AND VALENCIENNES, 1847 | 8738020201 |  | SSIP | MEG | 161116 | 126430 
90000000000775 | 90 | Meganyctiphanes | 95533 |  | 6174020200 |  |  | MEGANY | 95533 | 110674 
90000000000420 | 90 | Meganyctiphanes norvegica | 95534 | (M. SARS, 1857) | 6174020201 | Einarsson & euph | KENNEDY 77007; | MEGNOR | 95534 | 110690 
90000000005256 | 20 | Meganyctiphanes/Thysanoessa | -1 |  | 6174000000 |  | Quoddy_JFRB17_1957-58 |  | NaN | 110671 
90000000000903 | 90 | Melamphaes | 166093 |  | 8808020100 |  | SSIP; | MELASP | 166093 | 126181 
90000000000669 | 90 | Melamphaidae | 166092 |  | 8808020000 |  | KENNEDY 84037;KENNEDY 80027; | MEL | 166092 | 125599 
90000000001817 | 90 | Melanocetus | 164612 |  | 8788010100 |  | SSIP | MEL | 164612 | 125803 
90000000001818 | 90 | Melanocetus johnsoni | 164613 | GÜNTHER, 1864 | 8788010101 |  | SSIP | MEL | 164613 | 221410 
90000000003155 | 90 | Melanogrammus | 164743 | Gill, 1862 | 8791031300 | nfld authority field blank;  AFS | NFLD_longlist |  | 164743 | 125733 
90000000000005 | 90 | Melanogrammus aeglefinus | 164744 | (LINNAEUS, 1758) | 8791031301 |  | KENNEDY 85015;KENNEDY 80027; | MELAEG | 164744 | 126437 
90000000003156 | 90 | Melanostigma | 165294 | Guenther, 1881 | 8793010900 | nfld authority field blank;  AFS | NFLD_longlist |  | 165294 | 126106 
90000000002515 | 90 | Melanostigma atlanticum | 165296 | KOEFOED, 1952 | 8793010900 |  | IML Added jan 2002, B PELCHAT, IML |  | 165296 | 127120 
90000000005109 | 20 | Melanostomias spilorhynchus | 660867 |  | 8759040600 |  | NL - Trinity Bay |  | 660867 | 306749 
90000000000895 | 90 | Melanostomiidae | 162242 |  | 8759040000 |  |  | MELFAM | 162242 | 196075 
90000000003157 | 90 | Melicertum | 50545 | L. Agassiz, 1862                              | 3704100400 | nfld authority field blank;  SFG | NFLD_longlist |  | 50545 | 117152 
90000000002746 | 90 | Melicertum octocostatum | 50547 | (M. SARS, 1835) | 3704100400 |  | NFLD1 | MELOCT | 50547 | 117743 
90000000002052 | 90 | Melosira | 2290 | C. A. AGARDH | 702010100 | C. A. AGARDH, 1824 | jm_list;american CPR |  | 2290 | 149042 
90000000002608 | 90 | Melosira ambigua | 2325 | O. MUELLER | 702010120 |  | jm_list; |  | 2325 | 149248 
90000000001486 | 90 | Melosira arctica | 2291 |  | 702010101 |  | CPRdata | MEL | 2291 | 160537 
90000000004137 | 90 | Melosira distans | 2320 | (Ehrenb.) Kütz. | 702010100 |  | IML_phyto_April2007 |  | 2320 | 149250 
90000000004625 | 20 | Melosira granulata | 0 | (Ehrenberg) Ralfs in Pritchard | 702010100 |  |  |  | NaN | 149246 
90000000003934 | 90 | Melosira islandica | 2304 | O. Müll. | 702010100 |  | IML_2007_PHYTO |  | 2304 | 149247 
90000000004626 | 20 | Melosira italica | 0 | (Ehrenberg) Kutzing | 702010100 |  |  |  | NaN | 149249 
90000000001485 | 90 | Melosira lineata | 2309 |  | 702010110 |  | CPRdata | MEL | 2309 | 156636 
90000000002633 | 90 | Melosira moniliformis | 2293 | (O. F. M.) AGARDH. | 702010100 |  | jm_list; |  | 2293 | 418547 
90000000002375 | 90 | Melosira moniliformis | 2293 | (O. F. M.) AGARDH. | 702010103 |  | jm_list;american CPR |  | 2293 | 418547 
90000000002609 | 90 | Melosira nummuloides | 2294 |  | 702010104 |  | jm_list; |  | 2294 | 149044 
90000000002053 | 90 | Melosira sulcata | 2295 | EHR | 702010105 |  | american CPR |  | 2295 | 149226 
90000000001478 | 90 | Melosira varians | 2339 |  | 702010127 |  | CPRdata | MEL | 2339 | 149043 
90000000003733 | 90 | Melosira westii | -7934 |  | 702010100 |  | MESD_PHYTO_PPP2000 |  | NaN | 149251 
90000000001355 | 90 | Melphidippa | 94481 | BOECK, 1871 | 6169350100 |  | IOSdata | MEL | 94481 | 101683 
90000000006030 | 20 | Membraneis | -7 | Paddock 1988 | 70305 | Prince 5 2015 |  |  | NaN | 291406 
90000000004245 | 90 | Membraneis challengeri | -70301 | (Grunow in Cleve and Grunow) Paddock, 1988 | -1 | Tomas, C.R.; Hasle, G.R.; Syvertsen, E.E.; Steidinger, K.A.; Tangen, K.; Throndsen, J.; Heimdal, B.R. 1997. Identifying Marine Phytoplankton. San Diego; Toronto : Academic Press, c1997. 858 p. page 287  reference book Scientific Authority = (Grunow in Cleve et Grunow) Paddock 1988 | IML_PHYTO_Feb2007 |  | NaN | 341546 
90000000003158 | 90 | Menidia | 165992 | Bonaparte, 1836 | 8805020300 | nfld authority field blank;  AFS | NFLD_longlist |  | 165992 | 159225 
90000000001820 | 90 | Menidia menidia | 165994 | (LINNAEUS, 1766) | 8805020302 |  | KENNEDY_PETPESWICK;SSIP | MENMEN | 165994 | 159228 
90000000005558 | 20 | Meningodora miccyla | -7 |  | 1 | (Risso)1816 | NAFC-June2011 | MENMIC | NaN | 107595 
90000000003159 | 90 | Mercenaria | 81495 | Schumacher, 1817 | 5515471100 | nfld authority field blank;  Abbott | NFLD_longlist |  | 81495 | 138642 
90000000002918 | 90 | Mercenaria mercenaria | 81496 | (Linnaeus, 1758) | 5515471100 | Abbott | NFLD_longlist |  | 81496 | 141919 
90000000005547 | 20 | Meridion circulare | 3238 | (Grev.) C. Agardh | 1 |  | IML-May2011 |  | 3238 | 149346 
90000000002687 | 90 | Meringosphaera | 1938 | Lohman, 1903 | 504010100 |  | phyto_STN2_2004A |  | 1938 | 115075 
90000000003910 | 90 | Meringosphaera mediterannea | 1939 | Lohmann | 504010100 |  | IML_2007_PHYTO |  | 1939 | 248129 
90000000003935 | 90 | Merismopedia | 727 | Meyen, 1839 | 302011100 |  | IML_2007_PHYTO |  | 727 | 146545 
90000000001648 | 90 | Merluccius | 164790 |  | 8791040100 |  | KENNEDY 97003;KENNEDY 80027; | MERLSP | 164790 | 125762 
90000000001647 | 90 | Merluccius albidus | 164793 | (MITCHILL, 1818) | 8791040100 |  | SSIP | MER | 164793 | 158748 
90000000000474 | 90 | Merluccius bilinearis | 164791 | (MITCHILL) | 8791040101 |  | KENNEDY 77007; | MERBIL | 164791 | 158962 
90000000000940 | 90 | Merluccius merluccius | 164795 |  | 8791040105 |  |  | MER | 164795 | 126484 
90000000004418 | 20 | Merluccius productus | 164792 | (Ayres, 1856) | 8791040100 |  | IOS1 |  | 164792 | 272458 
90000000000696 | 90 | Mertensia | 53879 |  | 3802020100 |  | ICNAF | MERTEN | 53879 | 106341 
90000000000695 | 90 | Mertensia ovum | 53881 | (FABRICIUS, 1780) | 3802020100 |  | KENNEDY 79006;KENNEDY 80027; | MEROVU | 53881 | 106377 
90000000003160 | 90 | Mesocalanus | 205903 | Bradford and Jillett, 1974                    | 6118010900 | nfld authority field blank;  TA | NFLD_longlist |  | 205903 | 104153 
90000000001595 | 90 | Mesocalanus tenuicornis | 205904 | (DANA, 1849) | 6118010900 |  | KENNEDY 87022; IOSdata | MESTEN | 205904 | 104468 
90000000003161 | 90 | Mesochra | 88182 | Boeck, 1865 | 6119290300 | nfld authority field blank;  TA | NFLD_longlist |  | 88182 | 115241 
90000000002919 | 90 | Mesochra pygmaea | 88185 | (Claus, 1863) | 6119290300 | TA | NFLD_longlist |  | 88185 | 115705 
90000000005850 | 20 | Mesocyclops edax | 1 |  | 1 |  |  |  | NaN | 254652 
90000000002485 | 90 | Mesodinium | 46287 |  | 3516010200 |  |  |  | 46287 | 179320 
90000000002486 | 90 | Mesodinium rubrum | 46289 |  | 3516010200 |  | jm_list; |  | 46289 | 232069 
90000000003840 | 20 | Mesosagitta decipiens | 158779 | (Fowler, 1905) | 8308010600 |  | IOS2006 |  | 158779 | 105436 
90000000003826 | 20 | Mesosagitta minima | 158776 | (Grassi, 1881) | 8308010600 |  | IOS2006 |  | 158776 | 105437 
90000000004546 | 30 | mesozooplankton | -5925 |  | 3700000000 |  | IML_Mar2008 | MESO | NaN | 2 
90000000004419 | 20 | Metaconchoecia | 684172 |  | 6111050000 |  | IOS1 |  | 684172 | 127546 
90000000005799 | 20 | Metaconchoecia alta | 684545 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 684545 | 172496 
90000000003841 | 20 | Metaconchoecia discoveryi | 684361 | (Gooday, 1981) | 6111050000 |  | IOS2006 |  | 684361 | 127804 
90000000004420 | 20 | Metaconchoecia fowleri | 684362 | (Gooday, 1981) | 6111050000 |  | IOS1 |  | 684362 | 127805 
90000000003842 | 20 | Metaconchoecia inflata | 684364 | (Gooday, 1981) | 6111050000 |  | IOS2006 |  | 684364 | 127807 
90000000005764 | 20 | Metaconchoecia inflata lata | 684595 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 684595 | 175792 
90000000005396 | 20 | Metaconchoecia longiseta | 684548 | Chavtur, 2003 | 6111050000 |  | IOS_March2010 |  | 684548 | 175796 
90000000004421 | 20 | Metaconchoecia nasotuberculata | 684369 | (Gooday, 1981) | 6111050000 |  | IOS1 |  | 684369 | 127810 
90000000003843 | 20 | Metaconchoecia skogsbergi | 684373 | (Iles, 1953) | 6111050000 |  | IOS2006 |  | 684373 | 127814 
90000000005397 | 20 | Metacyphocaris helgae | 94352 |  | 9 |  | IOS_March2010 |  | 94352 | 102622 
90000000004106 | 90 | Metanema strenuum | -70162 | (Skuja) Larsen 1987 | 6430017300 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 317  reference book Scientific Authority = (Skuja) Larsen 1987 | IML_PHYTO_Feb2007 |  | NaN | 110655 
90000000002920 | 90 | Meterythrops | 90028 |  | 6153011200 | SFG | NFLD_longlist |  | 90028 | 119879 
90000000001535 | 90 | Meterythrops robusta | 90029 | SMITH | 6153011200 | mysid_s.I.smith1879 | IOSdata | METROB | 90029 | 147014 
90000000003162 | 90 | Metis | 86887 | Philippi, 1843 | 6119160100 | nfld authority field blank;  TA | NFLD_longlist |  | 86887 | 115406 
90000000002921 | 90 | Metis ignea | 86894 | Philippi, 1843 | 6119160100 | TA | NFLD_longlist |  | 86894 | 116380 
90000000001990 | 90 | Metopa solsbergi | 206579 | SCHNEIDER, 1884 | 6169481529 |  | KENNEDY_PETPESWICK | METOPASOLSBERG | 206579 | 103135 
90000000000119 | 90 | Metridia | 85734 | BOECK, 1864 | 6118160200 | ROSE (BOECK,1864)  BRODSKII (Boeck,1864) WILSON (1864) OWRE&FOYO(Boeck, 1864)  DAVIS (Boeck, 1864) | KENNEDY 76026;CPRdata; IOSdata | METRSP | 85734 | 104190 
90000000004422 | 20 | Metridia assymetrica | 85735 | Brodskii, 1950 | 6118160200 |  | IOS1 |  | 85735 | 346674 
90000000000064 | 90 | Metridia brevicauda | 85737 | GIESBRECHT, 1889 | 6118160203 | ROSE BRODSKII WILSON OWRE&FOYO | KENNEDY 85028;KENNEDY 80027;IOSdata | MET | 85737 | 104627 
90000000001042 | 90 | Metridia curticauda | 85738 | GIESBRECHT, 1889 | 6118160200 | BRODSKII (Giesbrecht, 1889) plc(1889) | IOSdata | MET | 85738 | 104628 
90000000000068 | 90 | Metridia longa | 85746 | (LUBBOCK, 1854) | 6118160212 | ROSE (no parentheses) BRODSKII WILSON DAVIS ((Lubbock, 1857)) | KENNEDY 95028;CPRdata IOSdata | METLON | 85746 | 104632 
90000000002519 | 90 | Metridia longa/M. lucens | -6911 |  | 6118160200 |  | IML_2002Jan, B PELCHAT |  | 85734 | 104190 
90000000000067 | 90 | Metridia lucens | 85741 | BOECK, 1864 | 6118160207 | ROSE  BRODSKII WILSON DAVIS | CPRdata; KENNEDY 86030 | METLUC | 85741 | 104633 
90000000000648 | 90 | Metridia macrura | 85749 | G. O. SARS, 1905 | 6118160215 | ROSE | KENNEDY 84037;KENNEDY 80027; | MET | 85749 | 104634 
90000000001030 | 90 | Metridia okhotensis | 85742 | BRODSKY, 1950 | 6118160200 | BRODSKII (sp.nov) | CPRdata IOSdata | MET | 85742 | 196783 
90000000004423 | 20 | Metridia ornata | 85743 | Brodskii, 1950 | 6118160200 |  | IOS1 |  | 85743 | 344690 
90000000001028 | 90 | Metridia pacifica | 85748 | BRODSKY, 1950 | 6118160200 | BRODSKII (sp.nov.) | CPRdata IOSdata | MET | 85748 | 196784 
90000000001356 | 90 | Metridia pacifica lucens | -7085748 | BRODSKY, 1950 | 6118160200 | no such species |  | MET | 85748 | 196784 
90000000000065 | 90 | Metridia princeps | 85744 | GIESBRECHT, 1889 | 6118160210 | ROSE (GIESBRECHT,1892) BRODSKII (Giesbrcht, 1892) WILSON OWRE&FOYO | IOSdata; KENNEDY 81039 | MET | 85744 | 104635 
90000000003844 | 20 | Metridia pseudopacifica | -7941 |  | 6118160200 | Metridia pseudopacifica is the small form Metridia that shows up from California, I guess I am the author on that one, still have to write the paper, maybe this year(Moira G) | IOS2006 |  | NaN | 104190 
90000000001029 | 90 | Metridia similis | 85745 | BRODSKY, 1950 | 6118160200 | BRODSKII (sp.nov.) | IOSdata | MET | 85745 | 346682 
90000000000305 | 90 | Metridia venusta | 85747 | GIESBRECHT, 1889 | 6118160213 | ROSE (GIESBRECHT,1892) OWRE&FOYO | KENNEDY 81039;KENNEDY 80027 | MET | 85747 | 104636 
90000000002376 | 90 | Metridiidae | 85729 |  | 6118160000 |  | american CPR |  | 85729 | 100678 
90000000002644 | 90 | Meuniera membranacea | 615896 | (CLEVE) P. C. SILVA | 700000000 | itis | AZMP |  | 615896 | 149145 
90000000005542 | 20 | Micracanthodinium | 10485 |  | 1 |  | IML-May2011 |  | 10485 | 109510 
90000000003911 | 90 | Micracanthodinium claytonii | 573441 | (Holmes, 1956) Dodge, 1982 | 1204170200 |  | IML_2007_PHYTO |  | 573441 | 109992 
90000000000121 | 90 | Microcalanus | 85366 | SARS, 1901 | 6118050400 | ROSE (G.O.SARS, 1901) BRODSKII (G.O.Sars, 1901) | KENNEDY 80027;CPRdata IOSdata | MICRSP | 85366 | 104164 
90000000000120 | 90 | Microcalanus pusillus | 85367 | (SARS, 1903) | 6118050401 | ROSE (no parentheses) BRODSKII (no parentheses) | KENNEDY 89029;KENNEDY 80027;M0_15data | MICPUS | 85367 | 157675 
90000000000080 | 90 | Microcalanus pygmaeus | 85368 | SARS, 1900 | 6118050402 | ROSE (G.O.SARS, 1903) BRODSKII (G.O. Sars, 1900) | KENNEDY 80027;IOSdata; | MICPYG | 85368 | 104513 
90000000001357 | 90 | Microcalanus pygmaeus pusillus | 85367 | SARS, 1903 | 6118050400 |  | IML | MICPYP | 85367 | 157675 
90000000003845 | 20 | Microcalanus pygmaeus pygmaeus | -7085368 |  | 6118050400 |  | IOS2006 |  | 85368 | 149713 
90000000004719 | 20 | Microcystis | 747 | Lemmermann, 1907 | 302011300 |  | PEI_Phyto_2001-2003 |  | 747 | 146557 
90000000004627 | 20 | Microcystis incerta | 0 | Lemmermann | 302011300 |  |  |  | NaN | 248132 
90000000001821 | 90 | Microdesmidae | 172161 |  | 8847060000 |  | SSIP | MIC | 172161 | 151423 
90000000003708 | 20 | microflagellate | -5029 |  | 3400000000 |  | MESD_PHYTO_MONITORING |  | 0 | 0 
90000000003163 | 90 | Microgadus | 164718 | Gill, 1865 | 8791030600 | nfld authority field blank;  AFS | NFLD_longlist |  | 164718 | 158927 
90000000004411 | 20 | Microgadus proximus | 164719 | (Girard, 1854) | 8791030600 |  | IOS1 |  | 164719 | 275873 
90000000002922 | 90 | Microgadus tomcod | 164720 | (Walbaum, 1792) | 8791030600 | AL | NFLD_longlist |  | 164720 | 158928 
90000000003164 | 90 | Micromesistius | 164773 | Gill, 1863 | 8791032200 | nfld authority field blank;  LS | NFLD_longlist |  | 164773 | 125735 
90000000002923 | 90 | Micromesistius poutassou | 164774 | (Risso, 1827) | 8791032200 | LS | NFLD_longlist |  | 164774 | 126439 
90000000005291 | 20 | Microniscus | -7 |  | 6165000000 | epicarid | IOS |  | 93076 | 13795 
90000000000437 | 90 | Microphasmatidae | 95324 |  | 6170160000 | MICROPHASIMIDAE | KENNEDY 81039;KENNEDY 80027; | MIC | 95324 | 180740 
90000000000063 | 90 | Microsetella | 86208 | BRADY AND ROBERTSON, 1873 | 6119090100 | copep ROSE 1853 OWRE&FOYO pelag | KENNEDY 79006;KENNEDY 80027;IOSdata | MICROS | 86208 | 115341 
90000000000122 | 90 | Microsetella norvegica | 86209 | (BOECK, 1864) | 6119090101 | copep ROSE OWRE&FOYO pelag | KENNEDY 95028;KENNEDY 80027;IOSdata; | MICNOR | 86209 | 116115 
90000000001105 | 90 | Microsetella rosea | 86210 | (DANA, 1853) | 6119090100 | copep ROSE 1852  OWRE&FOYO (Dana, 1848)) pelag_1852 | CPRdata;IOSdata | MIROSE | 86210 | 116116 
90000000003165 | 90 | Microstoma | 162093 | Cuvier, 1816 | 8756020200 | nfld authority field blank;  Fahay | NFLD_longlist |  | 162093 | 125892 
90000000002924 | 90 | Microstoma microstoma | 162094 | (Risso, 1810) | 8756020200 | FWNA | NFLD_longlist |  | 162094 | 126724 
90000000004412 | 20 | Microstomus pacificus | 172887 | (Lockington, 1879) | 8857041200 |  | IOS1 |  | 172887 | 274294 
90000000002663 | 90 | microzooplankton | -5003 |  | 3400000000 |  | AZMP |  | 0 | 0 
90000000004407 | 20 | Mikroconchoecia | 684195 |  | 6111050000 |  | IOS1 |  | 684195 | 127548 
90000000004408 | 20 | Mikroconchoecia acuticosta | 684377 | (Muller, 1906) | 6111050000 |  | IOS1 |  | 684377 | 127819 
90000000004628 | 20 | Mikroconchoecia curta | 0 | (Muller, 1906) | 6111050000 |  |  |  | NaN | 127820 
90000000004410 | 20 | Mikroconchoecia distinctocephalus | -1 | Brodskii, 1950 | 6118060000 |  | IOS1 |  | NaN | 344693 
90000000004409 | 20 | Mikroconchoecia stigmatica | 684380 | (Muller, 1906) | 6111050000 |  | IOS1 |  | 684380 | 127823 
90000000003166 | 90 | Mimocalanus | 85377 | Farran, 1908 | 6118060100 | nfld authority field blank;  Damkaer | NFLD_longlist |  | 85377 | 104234 
90000000002377 | 90 | Mimocalanus cultrifer | 85379 | FARRAN, 1908 | 6118060100 | ROSE DAVIS | american CPR; IOSdata |  | 85379 | 104838 
90000000004430 | 20 | Mimocalanus distinctocephalus | -1 | Brodskii, 1950 | 6118060100 |  | IOS1 |  | NaN | 344693 
90000000002925 | 90 | Mimocalanus nudus | 85383 | Farran                                        | 6118060100 | Damkaer | NFLD_longlist |  | 85383 | 104841 
90000000005398 | 20 | Mimonectes | 95292 | Bovallius, 1885 | 9 |  | IOS_March2010 |  | 95292 | 101802 
90000000000438 | 90 | Mimonectidae | 95291 |  | 6170130000 |  | KENNEDY 81039;KENNEDY 80027; | MIM | 95291 | 101419 
90000000005800 | 20 | Mimoscina | 95300 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 95300 | 325394 
90000000004246 | 90 | Minidiscus | -70302 | Hasle 1973 | -1 | Tomas, C.R.; Hasle, G.R.; Syvertsen, E.E.; Steidinger, K.A.; Tangen, K.; Throndsen, J.; Heimdal, B.R. 1997. Identifying Marine Phytoplankton. San Diego; Toronto : Academic Press, c1997. 858 p. page 37  reference book Scientific Authority = Hasle 1973 | IML_PHYTO_Feb2007 |  | NaN | 148981 
90000000002562 | 90 | Minuscula bipes | 10209 |  | 1204100201 | DODGE | jm_list; |  | 10209 | 109585 
90000000004108 | 90 | Minutocellulus polymorphus | -70164 | (Hargraves et Guillard) Hasle, von Stosch et Syver | -1 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 34  reference book Scientific Authority = (Hargraves et Guillard) Hasle, von Stosch et Syvertsen 1983 | IML_PHYTO_Feb2007 |  | NaN | 464449 
90000000000551 | 90 | Miracia efferata | 88374 | DANA, 1849 | 6119300301 | copep OWRE&FOYO (Dana, 1852) | KENNEDY 81039;KENNEDY 80027;CPRdata | MIR | 88374 | 116383 
90000000001358 | 90 | Mitrocoma | 50446 | HAECKEL, 1864 | 3704080500 |  | IOSdata | MIT | 50446 | 117161 
90000000003846 | 20 | Mitrocoma cellularia | 50450 | (A. Agassiz, 1865) | 3704080500 |  | IOS2006 |  | 50450 | 292350 
90000000005399 | 20 | Mitrocomella | 50451 | Haeckel, 1879 | 3704080600 |  | IOS_March2010 |  | 50451 | 117162 
90000000003873 | 20 | Mitrocomella polydiademata | 50459 | (Romanes, 1876) | 3704080600 | A guide to the Jellyfish of Canadian Atlantic Waters, C.T. Shih, pg38, plate 7c | 2002003 |  | 50459 | 117755 
90000000005110 | 20 | Mitrocomidae | 50435 |  | 3704080000 |  | NL - Trinity Bay |  | 50435 | 14665 
90000000001359 | 90 | Mixtocalanus | 85588 | BRODSKY, 1950 | 6118090200 | BRODSKII (genus nov.) | IOSdata | MIX | 85588 | 104226 
90000000005265 | 20 | Mnemiopsis leidyi | 53917 | A. Agassiz, 1865 | 3800000000 | Mayer A G 1912 | AZMP_2009 |  | 53917 | 106401 
90000000005111 | 20 | Mobulidae | 160990 |  | 8713080000 |  | NL - Trinity Bay |  | 160990 | 196070 
90000000005400 | 20 | Modeeria rotunda | 50521 |  | 9 |  | IOS_March2010 |  | 50521 | 117970 
90000000003167 | 90 | Modiolus | 79500 | Lamarck, 1799 | 5507010600 | nfld authority field blank;  Abbott | NFLD_longlist |  | 79500 | 138223 
90000000003578 | 90 | Modiolus demissus | 79504 |  | 5507010600 | nfld authority field blank;  SFG | NFLD_longlist |  | 79504 | 182821 
90000000005112 | 20 | Modiolus modiolus | 79501 |  | 5507010600 |  | NL - Trinity Bay |  | 79501 | 140467 
90000000005113 | 20 | Moira atropos | 158086 |  | 8162040200 |  | NL - Trinity Bay |  | 158086 | 158067 
90000000005114 | 20 | Mola mola | 173414 |  | 8861040100 |  | NL - Trinity Bay |  | 173414 | 127405 
90000000005115 | 20 | Molgula | 159541 |  | 8406030100 |  | NL - Trinity Bay |  | 159541 | 103509 
90000000005116 | 20 | Molidae | 173412 |  | 8861040000 |  | NL - Trinity Bay |  | 173412 | 125609 
90000000000227 | 90 | Mollusca | 69458 |  | 5085000000 |  | SSIP;CPRdata | MOLPHY | 69458 | 51 
90000000005864 | 20 | Mollusca/Polychaeta (trochophores) | -7 |  | 1 | Molluscs and polychaetes lumped. | IOSzooplanktondbase_Dec2012 |  | NaN | NaN 
90000000005117 | 20 | Molpadia musculus | 158498 |  | 8179010100 |  | NL - Trinity Bay |  | 158498 | 124801 
90000000005118 | 20 | Molva molva | 164760 |  | 8791031900 |  | NL - Trinity Bay |  | 164760 | 126461 
90000000005119 | 20 | Monacanthidae | 203428 |  | 8860040000 |  | NL - Trinity Bay |  | 203428 | 125610 
90000000005120 | 20 | Monacanthus ciliatus | 173179 |  | 8860020700 |  | NL - Trinity Bay |  | 173179 | 159497 
90000000005121 | 20 | Monacanthus hispidus | 173182 |  | 8860020700 |  | NL - Trinity Bay |  | 173182 | 309334 
90000000000594 | 90 | Monacilla | 85386 | G. O. SARS, 1905 | 6118060200 | ROSE OWRE&FOYO (1905) | KENNEDY 84037;KENNEDY 80027; | MON | 85386 | 104235 
90000000002685 | 90 | Monacilla tenera | 85388 | G. O. Sars, 1907 | 6118060200 | ROSE | KENNEDY 98050;KENNEDY 80027;MULTINET_2000-050 |  | 85388 | 104843 
90000000000649 | 90 | Monacilla typica | 85389 | G. O. SARS, 1905 | 6118060203 | ROSE | KENNEDY 84037;KENNEDY 80027; | MON | 85389 | 104844 
90000000004629 | 20 | Monochrysis | 0 | SKUJA | 405010200 |  |  |  | NaN | 573909 
90000000002007 | 90 | Monoculodes | 94519 | STIMPSON, 1853 | 6169370800 |  | american CPR | MONOCU | 94519 | 101694 
90000000002378 | 90 | Monoculodes edwardsi | 94539 | HOLMES, 1905 | 6169370800 |  | american CPR | MONEDW | 94539 | 157855 
90000000002926 | 90 | Monoculodes intermedius | 94536 | Shoemaker, 1930                               | 6169370800 | SFG | NFLD_longlist |  | 94536 | 157856 
90000000002927 | 90 | Monoculodes packardi | 94529 | Boeck, 1871 | 6169370800 | SFG | NFLD_longlist |  | 94529 | 102892 
90000000003315 | 90 | Monogonata | 58342 |  | 4505000000 |  | NFLD_LONGLIST;ROTATORIA - ICES PLANKTON SHEET 84 |  | 58342 | 17903 
90000000001822 | 90 | Monolene antillarum | 172786 | NORMAN, 1933 | 8857031201 |  | SSIP | MON | 172786 | 159209 
90000000005851 | 20 | Monommata | 58937 |  | 1 |  |  |  | 58937 | NaN 
90000000004247 | 90 | Monosiga | 13713 |  | 1702010400 | Tomas, C.R.; Hasle, G.R.; Syvertsen, E.E.; Steidinger, K.A.; Tangen, K.; Throndsen, J.; Heimdal, B.R. 1997. Identifying Marine Phytoplankton. San Diego; Toronto : Academic Press, c1997. 858 p. page 674  reference book Scientific Authority = Kent 1882 | IML_PHYTO_Feb2007 |  | 13713 | 105535 
90000000004109 | 90 | Monosiga marina | 13714 |  | 1702010400 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 312  reference book Scientific Authority = Grøntved, 1952 | IML_PHYTO_Feb2007 |  | 13714 | 105643 
90000000003168 | 90 | Monstrilla | 88992 | Dana, 1849 | 6122020100 | nfld authority field blank;  TA | NFLD_longlist |  | 88992 | 119780 
90000000002928 | 90 | Monstrilla canadensis | 88997 | Mcmurrich, 1917                               | 6122020100 | TA | NFLD_longlist |  | 88997 | 149794 
90000000002780 | 90 | Monstrilla dubia | -7726 | SCOTT, 1904 | 6122020100 | IN Bay of Fundy species information | nfld_longlist |  | NaN | 149798 
90000000001993 | 90 | Monstrilla grandis | 206187 | GIESBRECHT, 1891 | 6122020100 |  | BESTNODC7 | MON | 206187 | 119801 
90000000002929 | 90 | Monstrilla helgolandica | 88993 | Claus, 1863 | 6122020100 | TA | NFLD_longlist |  | 88993 | 119802 
90000000001495 | 90 | Monstrilla longiremis | 88994 | Giesbrecht, 1892 | 6122020100 | This authority changed from I. C. THOMPSON, 1890 to Giesbrecht, 1892 (SAHFOS plus all ref books) | CPRdata | MON | 88994 | 119805 
90000000004405 | 20 | Monstrilla spinosa | 88995 | Park, 1967 | 6122020100 |  | IOS1 |  | 88995 | 353555 
90000000004406 | 20 | Monstrilla wandelii | 88996 | Stephenson, 1913 | 6122020100 |  | IOS1 |  | 88996 | 353556 
